Arquivo de saída: /home/pojucan/Área de Trabalho/231009/scripts/PCA/efetivos/arquivo_treinamento_suavizado_metricas10_100_50_10.csv

Época 429: MAE no treinamento = 0.0899, MAE na validação = 0.1085, MAE no teste = 0.1131
Época 429: MSE no treinamento = 0.0157, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 429: R-squared no treinamento = 0.8083, R-squared na validação = 0.7430, R-squared no teste = 0.7193
Época 429: LOSS no treinamento = 0.0079, LOSS na validação = 0.7430, LOSS no teste = 0.7193
Época 430: MAE no treinamento = 0.0898, MAE na validação = 0.1087, MAE no teste = 0.1130
Época 430: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 430: R-squared no treinamento = 0.8089, R-squared na validação = 0.7426, R-squared no teste = 0.7198
Época 430: LOSS no treinamento = 0.0079, LOSS na validação = 0.7426, LOSS no teste = 0.7198
Época 431: MAE no treinamento = 0.0899, MAE na validação = 0.1085, MAE no teste = 0.1130
Época 431: MSE no treinamento = 0.0157, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 431: R-squared no treinamento = 0.8085, R-squared na validação = 0.7430, R-squared no teste = 0.7193
Época 431: LOSS no treinamento = 0.0079, LOSS na validação = 0.7430, LOSS no teste = 0.7193
Época 432: MAE no treinamento = 0.0897, MAE na validação = 0.1087, MAE no teste = 0.1129
Época 432: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 432: R-squared no treinamento = 0.8092, R-squared na validação = 0.7421, R-squared no teste = 0.7202
Época 432: LOSS no treinamento = 0.0079, LOSS na validação = 0.7421, LOSS no teste = 0.7202
Época 433: MAE no treinamento = 0.0897, MAE na validação = 0.1086, MAE no teste = 0.1130
Época 433: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 433: R-squared no treinamento = 0.8089, R-squared na validação = 0.7427, R-squared no teste = 0.7197
Época 433: LOSS no treinamento = 0.0079, LOSS na validação = 0.7427, LOSS no teste = 0.7197
Época 434: MAE no treinamento = 0.0898, MAE na validação = 0.1087, MAE no teste = 0.1130
Época 434: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 434: R-squared no treinamento = 0.8088, R-squared na validação = 0.7424, R-squared no teste = 0.7195
Época 434: LOSS no treinamento = 0.0079, LOSS na validação = 0.7424, LOSS no teste = 0.7195
Época 435: MAE no treinamento = 0.0896, MAE na validação = 0.1086, MAE no teste = 0.1129
Época 435: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 435: R-squared no treinamento = 0.8093, R-squared na validação = 0.7426, R-squared no teste = 0.7199
Época 435: LOSS no treinamento = 0.0079, LOSS na validação = 0.7426, LOSS no teste = 0.7199
Época 436: MAE no treinamento = 0.0898, MAE na validação = 0.1085, MAE no teste = 0.1129
Época 436: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 436: R-squared no treinamento = 0.8087, R-squared na validação = 0.7429, R-squared no teste = 0.7193
Época 436: LOSS no treinamento = 0.0079, LOSS na validação = 0.7429, LOSS no teste = 0.7193
Época 437: MAE no treinamento = 0.0896, MAE na validação = 0.1086, MAE no teste = 0.1128
Época 437: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 437: R-squared no treinamento = 0.8095, R-squared na validação = 0.7423, R-squared no teste = 0.7201
Época 437: LOSS no treinamento = 0.0079, LOSS na validação = 0.7423, LOSS no teste = 0.7201
Época 438: MAE no treinamento = 0.0896, MAE na validação = 0.1086, MAE no teste = 0.1129
Época 438: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 438: R-squared no treinamento = 0.8094, R-squared na validação = 0.7424, R-squared no teste = 0.7199
Época 438: LOSS no treinamento = 0.0079, LOSS na validação = 0.7424, LOSS no teste = 0.7199
Época 439: MAE no treinamento = 0.0897, MAE na validação = 0.1086, MAE no teste = 0.1129
Época 439: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 439: R-squared no treinamento = 0.8089, R-squared na validação = 0.7427, R-squared no teste = 0.7195
Época 439: LOSS no treinamento = 0.0079, LOSS na validação = 0.7427, LOSS no teste = 0.7195
Época 440: MAE no treinamento = 0.0896, MAE na validação = 0.1084, MAE no teste = 0.1129
Época 440: MSE no treinamento = 0.0156, MSE na validação = 0.0222, MSE no teste = 0.0228
Época 440: R-squared no treinamento = 0.8090, R-squared na validação = 0.7435, R-squared no teste = 0.7195
Época 440: LOSS no treinamento = 0.0079, LOSS na validação = 0.7435, LOSS no teste = 0.7195
Época 441: MAE no treinamento = 0.0896, MAE na validação = 0.1086, MAE no teste = 0.1128
Época 441: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 441: R-squared no treinamento = 0.8091, R-squared na validação = 0.7422, R-squared no teste = 0.7198
Época 441: LOSS no treinamento = 0.0079, LOSS na validação = 0.7422, LOSS no teste = 0.7198
Época 442: MAE no treinamento = 0.0895, MAE na validação = 0.1086, MAE no teste = 0.1127
Época 442: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 442: R-squared no treinamento = 0.8095, R-squared na validação = 0.7426, R-squared no teste = 0.7201
Época 442: LOSS no treinamento = 0.0079, LOSS na validação = 0.7426, LOSS no teste = 0.7201
Época 443: MAE no treinamento = 0.0895, MAE na validação = 0.1085, MAE no teste = 0.1128
Época 443: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 443: R-squared no treinamento = 0.8094, R-squared na validação = 0.7428, R-squared no teste = 0.7196
Época 443: LOSS no treinamento = 0.0079, LOSS na validação = 0.7428, LOSS no teste = 0.7196
Época 444: MAE no treinamento = 0.0896, MAE na validação = 0.1086, MAE no teste = 0.1128
Época 444: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 444: R-squared no treinamento = 0.8091, R-squared na validação = 0.7425, R-squared no teste = 0.7195
Época 444: LOSS no treinamento = 0.0079, LOSS na validação = 0.7425, LOSS no teste = 0.7195
Época 445: MAE no treinamento = 0.0894, MAE na validação = 0.1085, MAE no teste = 0.1127
Época 445: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 445: R-squared no treinamento = 0.8098, R-squared na validação = 0.7427, R-squared no teste = 0.7200
Época 445: LOSS no treinamento = 0.0079, LOSS na validação = 0.7427, LOSS no teste = 0.7200
Época 446: MAE no treinamento = 0.0895, MAE na validação = 0.1086, MAE no teste = 0.1127
Época 446: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 446: R-squared no treinamento = 0.8095, R-squared na validação = 0.7424, R-squared no teste = 0.7196
Época 446: LOSS no treinamento = 0.0079, LOSS na validação = 0.7424, LOSS no teste = 0.7196
Época 447: MAE no treinamento = 0.0893, MAE na validação = 0.1086, MAE no teste = 0.1127
Época 447: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 447: R-squared no treinamento = 0.8101, R-squared na validação = 0.7423, R-squared no teste = 0.7202
Época 447: LOSS no treinamento = 0.0079, LOSS na validação = 0.7423, LOSS no teste = 0.7202
Época 448: MAE no treinamento = 0.0895, MAE na validação = 0.1084, MAE no teste = 0.1128
Época 448: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 448: R-squared no treinamento = 0.8090, R-squared na validação = 0.7431, R-squared no teste = 0.7191
Época 448: LOSS no treinamento = 0.0079, LOSS na validação = 0.7431, LOSS no teste = 0.7191
Época 449: MAE no treinamento = 0.0893, MAE na validação = 0.1086, MAE no teste = 0.1127
Época 449: MSE no treinamento = 0.0155, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 449: R-squared no treinamento = 0.8099, R-squared na validação = 0.7418, R-squared no teste = 0.7201
Época 449: LOSS no treinamento = 0.0079, LOSS na validação = 0.7418, LOSS no teste = 0.7201
Época 450: MAE no treinamento = 0.0895, MAE na validação = 0.1085, MAE no teste = 0.1127
Época 450: MSE no treinamento = 0.0156, MSE na validação = 0.0222, MSE no teste = 0.0228
Época 450: R-squared no treinamento = 0.8091, R-squared na validação = 0.7432, R-squared no teste = 0.7192
Época 450: LOSS no treinamento = 0.0078, LOSS na validação = 0.7432, LOSS no teste = 0.7192
Época 451: MAE no treinamento = 0.0891, MAE na validação = 0.1085, MAE no teste = 0.1126
Época 451: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 451: R-squared no treinamento = 0.8104, R-squared na validação = 0.7424, R-squared no teste = 0.7201
Época 451: LOSS no treinamento = 0.0079, LOSS na validação = 0.7424, LOSS no teste = 0.7201
Época 452: MAE no treinamento = 0.0895, MAE na validação = 0.1086, MAE no teste = 0.1127
Época 452: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 452: R-squared no treinamento = 0.8091, R-squared na validação = 0.7424, R-squared no teste = 0.7191
Época 452: LOSS no treinamento = 0.0078, LOSS na validação = 0.7424, LOSS no teste = 0.7191
Época 453: MAE no treinamento = 0.0891, MAE na validação = 0.1085, MAE no teste = 0.1126
Época 453: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 453: R-squared no treinamento = 0.8107, R-squared na validação = 0.7425, R-squared no teste = 0.7203
Época 453: LOSS no treinamento = 0.0078, LOSS na validação = 0.7425, LOSS no teste = 0.7203
Época 454: MAE no treinamento = 0.0893, MAE na validação = 0.1084, MAE no teste = 0.1126
Época 454: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 454: R-squared no treinamento = 0.8097, R-squared na validação = 0.7428, R-squared no teste = 0.7194
Época 454: LOSS no treinamento = 0.0078, LOSS na validação = 0.7428, LOSS no teste = 0.7194
Época 455: MAE no treinamento = 0.0891, MAE na validação = 0.1086, MAE no teste = 0.1126
Época 455: MSE no treinamento = 0.0155, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 455: R-squared no treinamento = 0.8103, R-squared na validação = 0.7419, R-squared no teste = 0.7200
Época 455: LOSS no treinamento = 0.0078, LOSS na validação = 0.7419, LOSS no teste = 0.7200
Época 456: MAE no treinamento = 0.0893, MAE na validação = 0.1084, MAE no teste = 0.1126
Época 456: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 456: R-squared no treinamento = 0.8097, R-squared na validação = 0.7428, R-squared no teste = 0.7194
Época 456: LOSS no treinamento = 0.0078, LOSS na validação = 0.7428, LOSS no teste = 0.7194
Época 457: MAE no treinamento = 0.0890, MAE na validação = 0.1084, MAE no teste = 0.1126
Época 457: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 457: R-squared no treinamento = 0.8105, R-squared na validação = 0.7424, R-squared no teste = 0.7200
Época 457: LOSS no treinamento = 0.0078, LOSS na validação = 0.7424, LOSS no teste = 0.7200
Época 458: MAE no treinamento = 0.0893, MAE na validação = 0.1086, MAE no teste = 0.1126
Época 458: MSE no treinamento = 0.0156, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 458: R-squared no treinamento = 0.8096, R-squared na validação = 0.7422, R-squared no teste = 0.7193
Época 458: LOSS no treinamento = 0.0078, LOSS na validação = 0.7422, LOSS no teste = 0.7193
Época 459: MAE no treinamento = 0.0889, MAE na validação = 0.1085, MAE no teste = 0.1125
Época 459: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 459: R-squared no treinamento = 0.8109, R-squared na validação = 0.7424, R-squared no teste = 0.7202
Época 459: LOSS no treinamento = 0.0078, LOSS na validação = 0.7424, LOSS no teste = 0.7202
Época 460: MAE no treinamento = 0.0892, MAE na validação = 0.1084, MAE no teste = 0.1125
Época 460: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 460: R-squared no treinamento = 0.8097, R-squared na validação = 0.7426, R-squared no teste = 0.7192
Época 460: LOSS no treinamento = 0.0078, LOSS na validação = 0.7426, LOSS no teste = 0.7192
Época 461: MAE no treinamento = 0.0890, MAE na validação = 0.1085, MAE no teste = 0.1125
Época 461: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 461: R-squared no treinamento = 0.8107, R-squared na validação = 0.7422, R-squared no teste = 0.7201
Época 461: LOSS no treinamento = 0.0078, LOSS na validação = 0.7422, LOSS no teste = 0.7201
Época 462: MAE no treinamento = 0.0892, MAE na validação = 0.1084, MAE no teste = 0.1125
Época 462: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 462: R-squared no treinamento = 0.8098, R-squared na validação = 0.7427, R-squared no teste = 0.7191
Época 462: LOSS no treinamento = 0.0078, LOSS na validação = 0.7427, LOSS no teste = 0.7191
Época 463: MAE no treinamento = 0.0889, MAE na validação = 0.1084, MAE no teste = 0.1125
Época 463: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 463: R-squared no treinamento = 0.8107, R-squared na validação = 0.7423, R-squared no teste = 0.7198
Época 463: LOSS no treinamento = 0.0078, LOSS na validação = 0.7423, LOSS no teste = 0.7198
Época 464: MAE no treinamento = 0.0891, MAE na validação = 0.1086, MAE no teste = 0.1124
Época 464: MSE no treinamento = 0.0155, MSE na validação = 0.0224, MSE no teste = 0.0228
Época 464: R-squared no treinamento = 0.8101, R-squared na validação = 0.7419, R-squared no teste = 0.7196
Época 464: LOSS no treinamento = 0.0078, LOSS na validação = 0.7419, LOSS no teste = 0.7196
Época 465: MAE no treinamento = 0.0889, MAE na validação = 0.1084, MAE no teste = 0.1124
Época 465: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 465: R-squared no treinamento = 0.8108, R-squared na validação = 0.7424, R-squared no teste = 0.7198
Época 465: LOSS no treinamento = 0.0078, LOSS na validação = 0.7424, LOSS no teste = 0.7198
Época 466: MAE no treinamento = 0.0890, MAE na validação = 0.1086, MAE no teste = 0.1124
Época 466: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 466: R-squared no treinamento = 0.8103, R-squared na validação = 0.7421, R-squared no teste = 0.7195
Época 466: LOSS no treinamento = 0.0078, LOSS na validação = 0.7421, LOSS no teste = 0.7195
Época 467: MAE no treinamento = 0.0889, MAE na validação = 0.1084, MAE no teste = 0.1124
Época 467: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 467: R-squared no treinamento = 0.8108, R-squared na validação = 0.7425, R-squared no teste = 0.7199
Época 467: LOSS no treinamento = 0.0078, LOSS na validação = 0.7425, LOSS no teste = 0.7199
Época 468: MAE no treinamento = 0.0891, MAE na validação = 0.1085, MAE no teste = 0.1124
Época 468: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 468: R-squared no treinamento = 0.8101, R-squared na validação = 0.7421, R-squared no teste = 0.7193
Época 468: LOSS no treinamento = 0.0078, LOSS na validação = 0.7421, LOSS no teste = 0.7193
Época 469: MAE no treinamento = 0.0887, MAE na validação = 0.1084, MAE no teste = 0.1123
Época 469: MSE no treinamento = 0.0154, MSE na validação = 0.0223, MSE no teste = 0.0227
Época 469: R-squared no treinamento = 0.8113, R-squared na validação = 0.7420, R-squared no teste = 0.7204
Época 469: LOSS no treinamento = 0.0078, LOSS na validação = 0.7420, LOSS no teste = 0.7204
Época 470: MAE no treinamento = 0.0889, MAE na validação = 0.1085, MAE no teste = 0.1123
Época 470: MSE no treinamento = 0.0155, MSE na validação = 0.0224, MSE no teste = 0.0228
Época 470: R-squared no treinamento = 0.8106, R-squared na validação = 0.7419, R-squared no teste = 0.7197
Época 470: LOSS no treinamento = 0.0078, LOSS na validação = 0.7419, LOSS no teste = 0.7197
Época 471: MAE no treinamento = 0.0887, MAE na validação = 0.1085, MAE no teste = 0.1123
Época 471: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 471: R-squared no treinamento = 0.8111, R-squared na validação = 0.7418, R-squared no teste = 0.7200
Época 471: LOSS no treinamento = 0.0078, LOSS na validação = 0.7418, LOSS no teste = 0.7200
Época 472: MAE no treinamento = 0.0890, MAE na validação = 0.1084, MAE no teste = 0.1124
Época 472: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 472: R-squared no treinamento = 0.8099, R-squared na validação = 0.7425, R-squared no teste = 0.7189
Época 472: LOSS no treinamento = 0.0078, LOSS na validação = 0.7425, LOSS no teste = 0.7189
Época 473: MAE no treinamento = 0.0887, MAE na validação = 0.1085, MAE no teste = 0.1123
Época 473: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 473: R-squared no treinamento = 0.8112, R-squared na validação = 0.7416, R-squared no teste = 0.7199
Época 473: LOSS no treinamento = 0.0078, LOSS na validação = 0.7416, LOSS no teste = 0.7199
Época 474: MAE no treinamento = 0.0888, MAE na validação = 0.1084, MAE no teste = 0.1123
Época 474: MSE no treinamento = 0.0154, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 474: R-squared no treinamento = 0.8109, R-squared na validação = 0.7421, R-squared no teste = 0.7197
Época 474: LOSS no treinamento = 0.0078, LOSS na validação = 0.7421, LOSS no teste = 0.7197
Época 475: MAE no treinamento = 0.0886, MAE na validação = 0.1085, MAE no teste = 0.1122
Época 475: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 475: R-squared no treinamento = 0.8114, R-squared na validação = 0.7416, R-squared no teste = 0.7202
Época 475: LOSS no treinamento = 0.0078, LOSS na validação = 0.7416, LOSS no teste = 0.7202
Época 476: MAE no treinamento = 0.0890, MAE na validação = 0.1084, MAE no teste = 0.1123
Época 476: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0229
Época 476: R-squared no treinamento = 0.8099, R-squared na validação = 0.7426, R-squared no teste = 0.7185
Época 476: LOSS no treinamento = 0.0078, LOSS na validação = 0.7426, LOSS no teste = 0.7185
Época 477: MAE no treinamento = 0.0886, MAE na validação = 0.1085, MAE no teste = 0.1123
Época 477: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 477: R-squared no treinamento = 0.8114, R-squared na validação = 0.7416, R-squared no teste = 0.7200
Época 477: LOSS no treinamento = 0.0078, LOSS na validação = 0.7416, LOSS no teste = 0.7200
Época 478: MAE no treinamento = 0.0887, MAE na validação = 0.1085, MAE no teste = 0.1122
Época 478: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 478: R-squared no treinamento = 0.8111, R-squared na validação = 0.7419, R-squared no teste = 0.7198
Época 478: LOSS no treinamento = 0.0078, LOSS na validação = 0.7419, LOSS no teste = 0.7198
Época 479: MAE no treinamento = 0.0885, MAE na validação = 0.1086, MAE no teste = 0.1121
Época 479: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 479: R-squared no treinamento = 0.8119, R-squared na validação = 0.7413, R-squared no teste = 0.7204
Época 479: LOSS no treinamento = 0.0078, LOSS na validação = 0.7413, LOSS no teste = 0.7204
Época 480: MAE no treinamento = 0.0889, MAE na validação = 0.1083, MAE no teste = 0.1123
Época 480: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 480: R-squared no treinamento = 0.8101, R-squared na validação = 0.7428, R-squared no teste = 0.7186
Época 480: LOSS no treinamento = 0.0078, LOSS na validação = 0.7428, LOSS no teste = 0.7186
Época 481: MAE no treinamento = 0.0885, MAE na validação = 0.1085, MAE no teste = 0.1122
Época 481: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 481: R-squared no treinamento = 0.8117, R-squared na validação = 0.7416, R-squared no teste = 0.7201
Época 481: LOSS no treinamento = 0.0078, LOSS na validação = 0.7416, LOSS no teste = 0.7201
Época 482: MAE no treinamento = 0.0887, MAE na validação = 0.1084, MAE no teste = 0.1122
Época 482: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 482: R-squared no treinamento = 0.8107, R-squared na validação = 0.7423, R-squared no teste = 0.7191
Época 482: LOSS no treinamento = 0.0078, LOSS na validação = 0.7423, LOSS no teste = 0.7191
Época 483: MAE no treinamento = 0.0884, MAE na validação = 0.1085, MAE no teste = 0.1121
Época 483: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 483: R-squared no treinamento = 0.8118, R-squared na validação = 0.7415, R-squared no teste = 0.7200
Época 483: LOSS no treinamento = 0.0078, LOSS na validação = 0.7415, LOSS no teste = 0.7200
Época 484: MAE no treinamento = 0.0888, MAE na validação = 0.1084, MAE no teste = 0.1122
Época 484: MSE no treinamento = 0.0155, MSE na validação = 0.0223, MSE no teste = 0.0229
Época 484: R-squared no treinamento = 0.8102, R-squared na validação = 0.7424, R-squared no teste = 0.7186
Época 484: LOSS no treinamento = 0.0078, LOSS na validação = 0.7424, LOSS no teste = 0.7186
Época 485: MAE no treinamento = 0.0883, MAE na validação = 0.1085, MAE no teste = 0.1121
Época 485: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 485: R-squared no treinamento = 0.8121, R-squared na validação = 0.7411, R-squared no teste = 0.7202
Época 485: LOSS no treinamento = 0.0078, LOSS na validação = 0.7411, LOSS no teste = 0.7202
Época 486: MAE no treinamento = 0.0886, MAE na validação = 0.1084, MAE no teste = 0.1121
Época 486: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0228
Época 486: R-squared no treinamento = 0.8111, R-squared na validação = 0.7417, R-squared no teste = 0.7194
Época 486: LOSS no treinamento = 0.0078, LOSS na validação = 0.7417, LOSS no teste = 0.7194
Época 487: MAE no treinamento = 0.0884, MAE na validação = 0.1086, MAE no teste = 0.1120
Época 487: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 487: R-squared no treinamento = 0.8120, R-squared na validação = 0.7410, R-squared no teste = 0.7201
Época 487: LOSS no treinamento = 0.0078, LOSS na validação = 0.7410, LOSS no teste = 0.7201
Época 488: MAE no treinamento = 0.0886, MAE na validação = 0.1083, MAE no teste = 0.1121
Época 488: MSE no treinamento = 0.0154, MSE na validação = 0.0223, MSE no teste = 0.0228
Época 488: R-squared no treinamento = 0.8109, R-squared na validação = 0.7425, R-squared no teste = 0.7190
Época 488: LOSS no treinamento = 0.0078, LOSS na validação = 0.7425, LOSS no teste = 0.7190
Época 489: MAE no treinamento = 0.0883, MAE na validação = 0.1085, MAE no teste = 0.1120
Época 489: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 489: R-squared no treinamento = 0.8121, R-squared na validação = 0.7413, R-squared no teste = 0.7202
Época 489: LOSS no treinamento = 0.0078, LOSS na validação = 0.7413, LOSS no teste = 0.7202
Época 490: MAE no treinamento = 0.0883, MAE na validação = 0.1084, MAE no teste = 0.1120
Época 490: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 490: R-squared no treinamento = 0.8119, R-squared na validação = 0.7415, R-squared no teste = 0.7200
Época 490: LOSS no treinamento = 0.0078, LOSS na validação = 0.7415, LOSS no teste = 0.7200
Época 491: MAE no treinamento = 0.0883, MAE na validação = 0.1084, MAE no teste = 0.1120
Época 491: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0228
Época 491: R-squared no treinamento = 0.8117, R-squared na validação = 0.7415, R-squared no teste = 0.7196
Época 491: LOSS no treinamento = 0.0078, LOSS na validação = 0.7415, LOSS no teste = 0.7196
Época 492: MAE no treinamento = 0.0884, MAE na validação = 0.1084, MAE no teste = 0.1120
Época 492: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0228
Época 492: R-squared no treinamento = 0.8115, R-squared na validação = 0.7416, R-squared no teste = 0.7194
Época 492: LOSS no treinamento = 0.0078, LOSS na validação = 0.7416, LOSS no teste = 0.7194
Época 493: MAE no treinamento = 0.0883, MAE na validação = 0.1084, MAE no teste = 0.1120
Época 493: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0228
Época 493: R-squared no treinamento = 0.8118, R-squared na validação = 0.7416, R-squared no teste = 0.7196
Época 493: LOSS no treinamento = 0.0078, LOSS na validação = 0.7416, LOSS no teste = 0.7196
Época 494: MAE no treinamento = 0.0885, MAE na validação = 0.1085, MAE no teste = 0.1121
Época 494: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0228
Época 494: R-squared no treinamento = 0.8111, R-squared na validação = 0.7414, R-squared no teste = 0.7190
Época 494: LOSS no treinamento = 0.0078, LOSS na validação = 0.7414, LOSS no teste = 0.7190
Época 495: MAE no treinamento = 0.0881, MAE na validação = 0.1085, MAE no teste = 0.1119
Época 495: MSE no treinamento = 0.0153, MSE na validação = 0.0224, MSE no teste = 0.0227
Época 495: R-squared no treinamento = 0.8126, R-squared na validação = 0.7411, R-squared no teste = 0.7204
Época 495: LOSS no treinamento = 0.0078, LOSS na validação = 0.7411, LOSS no teste = 0.7204
Época 496: MAE no treinamento = 0.0884, MAE na validação = 0.1084, MAE no teste = 0.1120
Época 496: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0228
Época 496: R-squared no treinamento = 0.8114, R-squared na validação = 0.7419, R-squared no teste = 0.7190
Época 496: LOSS no treinamento = 0.0078, LOSS na validação = 0.7419, LOSS no teste = 0.7190
Época 497: MAE no treinamento = 0.0883, MAE na validação = 0.1083, MAE no teste = 0.1120
Época 497: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0228
Época 497: R-squared no treinamento = 0.8117, R-squared na validação = 0.7418, R-squared no teste = 0.7193
Época 497: LOSS no treinamento = 0.0078, LOSS na validação = 0.7418, LOSS no teste = 0.7193
Época 498: MAE no treinamento = 0.0882, MAE na validação = 0.1084, MAE no teste = 0.1119
Época 498: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0228
Época 498: R-squared no treinamento = 0.8120, R-squared na validação = 0.7410, R-squared no teste = 0.7197
Época 498: LOSS no treinamento = 0.0078, LOSS na validação = 0.7410, LOSS no teste = 0.7197
Época 499: MAE no treinamento = 0.0882, MAE na validação = 0.1084, MAE no teste = 0.1119
Época 499: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0228
Época 499: R-squared no treinamento = 0.8118, R-squared na validação = 0.7414, R-squared no teste = 0.7192
Época 499: LOSS no treinamento = 0.0078, LOSS na validação = 0.7414, LOSS no teste = 0.7192
Época 500: MAE no treinamento = 0.0883, MAE na validação = 0.1085, MAE no teste = 0.1119
Época 500: MSE no treinamento = 0.0154, MSE na validação = 0.0224, MSE no teste = 0.0228
Época 500: R-squared no treinamento = 0.8119, R-squared na validação = 0.7412, R-squared no teste = 0.7195
Época 500: LOSS no treinamento = 0.0078, LOSS na validação = 0.7412, LOSS no teste = 0.7195
Época 501: MAE no treinamento = 0.0881, MAE na validação = 0.1083, MAE no teste = 0.1119
Época 501: MSE no treinamento = 0.0153, MSE na validação = 0.0224, MSE no teste = 0.0228
Época 501: R-squared no treinamento = 0.8122, R-squared na validação = 0.7415, R-squared no teste = 0.7195
Época 501: LOSS no treinamento = 0.0078, LOSS na validação = 0.7415, LOSS no teste = 0.7195
Época 502: MAE no treinamento = 0.0885, MAE na validação = 0.1085, MAE no teste = 0.1120
