Arquivo de saída: /home/pojucan/Área de Trabalho/231009/scripts/PCA/efetivos/arquivo_treinamento_suavizado_metricas10_100_50_10.csv

Época 235: MAE no treinamento = 0.0959, MAE na validação = 0.1112, MAE no teste = 0.1161
Época 235: MSE no treinamento = 0.0167, MSE na validação = 0.0220, MSE no teste = 0.0227
Época 235: R-squared no treinamento = 0.7959, R-squared na validação = 0.7457, R-squared no teste = 0.7202
Época 235: LOSS no treinamento = 0.0084, LOSS na validação = 0.7457, LOSS no teste = 0.7202
Época 236: MAE no treinamento = 0.0959, MAE na validação = 0.1110, MAE no teste = 0.1161
Época 236: MSE no treinamento = 0.0167, MSE na validação = 0.0220, MSE no teste = 0.0228
Época 236: R-squared no treinamento = 0.7954, R-squared na validação = 0.7462, R-squared no teste = 0.7197
Época 236: LOSS no treinamento = 0.0084, LOSS na validação = 0.7462, LOSS no teste = 0.7197
Época 237: MAE no treinamento = 0.0958, MAE na validação = 0.1112, MAE no teste = 0.1160
Época 237: MSE no treinamento = 0.0166, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 237: R-squared no treinamento = 0.7965, R-squared na validação = 0.7451, R-squared no teste = 0.7207
Época 237: LOSS no treinamento = 0.0084, LOSS na validação = 0.7451, LOSS no teste = 0.7207
Época 238: MAE no treinamento = 0.0959, MAE na validação = 0.1111, MAE no teste = 0.1160
Época 238: MSE no treinamento = 0.0167, MSE na validação = 0.0220, MSE no teste = 0.0227
Época 238: R-squared no treinamento = 0.7958, R-squared na validação = 0.7459, R-squared no teste = 0.7203
Época 238: LOSS no treinamento = 0.0084, LOSS na validação = 0.7459, LOSS no teste = 0.7203
Época 239: MAE no treinamento = 0.0958, MAE na validação = 0.1110, MAE no teste = 0.1160
Época 239: MSE no treinamento = 0.0167, MSE na validação = 0.0220, MSE no teste = 0.0227
Época 239: R-squared no treinamento = 0.7961, R-squared na validação = 0.7460, R-squared no teste = 0.7202
Época 239: LOSS no treinamento = 0.0084, LOSS na validação = 0.7460, LOSS no teste = 0.7202
Época 240: MAE no treinamento = 0.0958, MAE na validação = 0.1109, MAE no teste = 0.1161
Época 240: MSE no treinamento = 0.0167, MSE na validação = 0.0220, MSE no teste = 0.0227
Época 240: R-squared no treinamento = 0.7958, R-squared na validação = 0.7461, R-squared no teste = 0.7200
Época 240: LOSS no treinamento = 0.0084, LOSS na validação = 0.7461, LOSS no teste = 0.7200
Época 241: MAE no treinamento = 0.0957, MAE na validação = 0.1110, MAE no teste = 0.1160
Época 241: MSE no treinamento = 0.0166, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 241: R-squared no treinamento = 0.7964, R-squared na validação = 0.7454, R-squared no teste = 0.7206
Época 241: LOSS no treinamento = 0.0084, LOSS na validação = 0.7454, LOSS no teste = 0.7206
Época 242: MAE no treinamento = 0.0957, MAE na validação = 0.1110, MAE no teste = 0.1160
Época 242: MSE no treinamento = 0.0166, MSE na validação = 0.0220, MSE no teste = 0.0227
Época 242: R-squared no treinamento = 0.7963, R-squared na validação = 0.7458, R-squared no teste = 0.7203
Época 242: LOSS no treinamento = 0.0084, LOSS na validação = 0.7458, LOSS no teste = 0.7203
Época 243: MAE no treinamento = 0.0956, MAE na validação = 0.1110, MAE no teste = 0.1159
Época 243: MSE no treinamento = 0.0166, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 243: R-squared no treinamento = 0.7967, R-squared na validação = 0.7454, R-squared no teste = 0.7205
Época 243: LOSS no treinamento = 0.0084, LOSS na validação = 0.7454, LOSS no teste = 0.7205
Época 244: MAE no treinamento = 0.0956, MAE na validação = 0.1110, MAE no teste = 0.1160
Época 244: MSE no treinamento = 0.0166, MSE na validação = 0.0220, MSE no teste = 0.0227
Época 244: R-squared no treinamento = 0.7964, R-squared na validação = 0.7456, R-squared no teste = 0.7202
Época 244: LOSS no treinamento = 0.0084, LOSS na validação = 0.7456, LOSS no teste = 0.7202
Época 245: MAE no treinamento = 0.0955, MAE na validação = 0.1110, MAE no teste = 0.1160
Época 245: MSE no treinamento = 0.0166, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 245: R-squared no treinamento = 0.7969, R-squared na validação = 0.7450, R-squared no teste = 0.7204
Época 245: LOSS no treinamento = 0.0084, LOSS na validação = 0.7450, LOSS no teste = 0.7204
Época 246: MAE no treinamento = 0.0955, MAE na validação = 0.1109, MAE no teste = 0.1159
Época 246: MSE no treinamento = 0.0166, MSE na validação = 0.0220, MSE no teste = 0.0227
Época 246: R-squared no treinamento = 0.7967, R-squared na validação = 0.7455, R-squared no teste = 0.7203
Época 246: LOSS no treinamento = 0.0084, LOSS na validação = 0.7455, LOSS no teste = 0.7203
Época 247: MAE no treinamento = 0.0956, MAE na validação = 0.1107, MAE no teste = 0.1160
Época 247: MSE no treinamento = 0.0167, MSE na validação = 0.0220, MSE no teste = 0.0228
Época 247: R-squared no treinamento = 0.7959, R-squared na validação = 0.7461, R-squared no teste = 0.7194
Época 247: LOSS no treinamento = 0.0084, LOSS na validação = 0.7461, LOSS no teste = 0.7194
Época 248: MAE no treinamento = 0.0954, MAE na validação = 0.1110, MAE no teste = 0.1159
Época 248: MSE no treinamento = 0.0166, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 248: R-squared no treinamento = 0.7974, R-squared na validação = 0.7447, R-squared no teste = 0.7209
Época 248: LOSS no treinamento = 0.0084, LOSS na validação = 0.7447, LOSS no teste = 0.7209
Época 249: MAE no treinamento = 0.0955, MAE na validação = 0.1109, MAE no teste = 0.1159
Época 249: MSE no treinamento = 0.0166, MSE na validação = 0.0220, MSE no teste = 0.0227
Época 249: R-squared no treinamento = 0.7964, R-squared na validação = 0.7456, R-squared no teste = 0.7200
Época 249: LOSS no treinamento = 0.0084, LOSS na validação = 0.7456, LOSS no teste = 0.7200
Época 250: MAE no treinamento = 0.0953, MAE na validação = 0.1109, MAE no teste = 0.1159
Época 250: MSE no treinamento = 0.0166, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 250: R-squared no treinamento = 0.7972, R-squared na validação = 0.7453, R-squared no teste = 0.7202
Época 250: LOSS no treinamento = 0.0084, LOSS na validação = 0.7453, LOSS no teste = 0.7202
Época 251: MAE no treinamento = 0.0954, MAE na validação = 0.1108, MAE no teste = 0.1159
Época 251: MSE no treinamento = 0.0166, MSE na validação = 0.0220, MSE no teste = 0.0228
Época 251: R-squared no treinamento = 0.7966, R-squared na validação = 0.7455, R-squared no teste = 0.7197
Época 251: LOSS no treinamento = 0.0084, LOSS na validação = 0.7455, LOSS no teste = 0.7197
Época 252: MAE no treinamento = 0.0952, MAE na validação = 0.1110, MAE no teste = 0.1158
Época 252: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 252: R-squared no treinamento = 0.7976, R-squared na validação = 0.7447, R-squared no teste = 0.7207
Época 252: LOSS no treinamento = 0.0084, LOSS na validação = 0.7447, LOSS no teste = 0.7207
Época 253: MAE no treinamento = 0.0954, MAE na validação = 0.1108, MAE no teste = 0.1159
Época 253: MSE no treinamento = 0.0166, MSE na validação = 0.0220, MSE no teste = 0.0228
Época 253: R-squared no treinamento = 0.7966, R-squared na validação = 0.7456, R-squared no teste = 0.7197
Época 253: LOSS no treinamento = 0.0084, LOSS na validação = 0.7456, LOSS no teste = 0.7197
Época 254: MAE no treinamento = 0.0951, MAE na validação = 0.1109, MAE no teste = 0.1158
Época 254: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 254: R-squared no treinamento = 0.7978, R-squared na validação = 0.7445, R-squared no teste = 0.7205
Época 254: LOSS no treinamento = 0.0084, LOSS na validação = 0.7445, LOSS no teste = 0.7205
Época 255: MAE no treinamento = 0.0953, MAE na validação = 0.1107, MAE no teste = 0.1158
Época 255: MSE no treinamento = 0.0166, MSE na validação = 0.0220, MSE no teste = 0.0227
Época 255: R-squared no treinamento = 0.7968, R-squared na validação = 0.7457, R-squared no teste = 0.7198
Época 255: LOSS no treinamento = 0.0084, LOSS na validação = 0.7457, LOSS no teste = 0.7198
Época 256: MAE no treinamento = 0.0951, MAE na validação = 0.1107, MAE no teste = 0.1158
Época 256: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 256: R-squared no treinamento = 0.7977, R-squared na validação = 0.7452, R-squared no teste = 0.7204
Época 256: LOSS no treinamento = 0.0084, LOSS na validação = 0.7452, LOSS no teste = 0.7204
Época 257: MAE no treinamento = 0.0951, MAE na validação = 0.1106, MAE no teste = 0.1157
Época 257: MSE no treinamento = 0.0166, MSE na validação = 0.0220, MSE no teste = 0.0227
Época 257: R-squared no treinamento = 0.7974, R-squared na validação = 0.7455, R-squared no teste = 0.7203
Época 257: LOSS no treinamento = 0.0084, LOSS na validação = 0.7455, LOSS no teste = 0.7203
Época 258: MAE no treinamento = 0.0950, MAE na validação = 0.1108, MAE no teste = 0.1157
Época 258: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 258: R-squared no treinamento = 0.7981, R-squared na validação = 0.7446, R-squared no teste = 0.7208
Época 258: LOSS no treinamento = 0.0084, LOSS na validação = 0.7446, LOSS no teste = 0.7208
Época 259: MAE no treinamento = 0.0952, MAE na validação = 0.1107, MAE no teste = 0.1158
Época 259: MSE no treinamento = 0.0166, MSE na validação = 0.0221, MSE no teste = 0.0228
Época 259: R-squared no treinamento = 0.7969, R-squared na validação = 0.7454, R-squared no teste = 0.7196
Época 259: LOSS no treinamento = 0.0084, LOSS na validação = 0.7454, LOSS no teste = 0.7196
Época 260: MAE no treinamento = 0.0949, MAE na validação = 0.1107, MAE no teste = 0.1156
Época 260: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 260: R-squared no treinamento = 0.7983, R-squared na validação = 0.7450, R-squared no teste = 0.7207
Época 260: LOSS no treinamento = 0.0083, LOSS na validação = 0.7450, LOSS no teste = 0.7207
Época 261: MAE no treinamento = 0.0951, MAE na validação = 0.1106, MAE no teste = 0.1158
Época 261: MSE no treinamento = 0.0166, MSE na validação = 0.0220, MSE no teste = 0.0228
Época 261: R-squared no treinamento = 0.7971, R-squared na validação = 0.7457, R-squared no teste = 0.7198
Época 261: LOSS no treinamento = 0.0083, LOSS na validação = 0.7457, LOSS no teste = 0.7198
Época 262: MAE no treinamento = 0.0948, MAE na validação = 0.1107, MAE no teste = 0.1156
Época 262: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 262: R-squared no treinamento = 0.7984, R-squared na validação = 0.7448, R-squared no teste = 0.7208
Época 262: LOSS no treinamento = 0.0083, LOSS na validação = 0.7448, LOSS no teste = 0.7208
Época 263: MAE no treinamento = 0.0949, MAE na validação = 0.1106, MAE no teste = 0.1156
Época 263: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 263: R-squared no treinamento = 0.7980, R-squared na validação = 0.7452, R-squared no teste = 0.7204
Época 263: LOSS no treinamento = 0.0083, LOSS na validação = 0.7452, LOSS no teste = 0.7204
Época 264: MAE no treinamento = 0.0948, MAE na validação = 0.1106, MAE no teste = 0.1156
Época 264: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 264: R-squared no treinamento = 0.7983, R-squared na validação = 0.7448, R-squared no teste = 0.7204
Época 264: LOSS no treinamento = 0.0083, LOSS na validação = 0.7448, LOSS no teste = 0.7204
Época 265: MAE no treinamento = 0.0948, MAE na validação = 0.1106, MAE no teste = 0.1156
Época 265: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 265: R-squared no treinamento = 0.7980, R-squared na validação = 0.7453, R-squared no teste = 0.7202
Época 265: LOSS no treinamento = 0.0083, LOSS na validação = 0.7453, LOSS no teste = 0.7202
Época 266: MAE no treinamento = 0.0947, MAE na validação = 0.1106, MAE no teste = 0.1156
Época 266: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 266: R-squared no treinamento = 0.7985, R-squared na validação = 0.7447, R-squared no teste = 0.7205
Época 266: LOSS no treinamento = 0.0083, LOSS na validação = 0.7447, LOSS no teste = 0.7205
Época 267: MAE no treinamento = 0.0948, MAE na validação = 0.1105, MAE no teste = 0.1156
Época 267: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 267: R-squared no treinamento = 0.7981, R-squared na validação = 0.7452, R-squared no teste = 0.7202
Época 267: LOSS no treinamento = 0.0083, LOSS na validação = 0.7452, LOSS no teste = 0.7202
Época 268: MAE no treinamento = 0.0945, MAE na validação = 0.1105, MAE no teste = 0.1155
Época 268: MSE no treinamento = 0.0164, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 268: R-squared no treinamento = 0.7990, R-squared na validação = 0.7444, R-squared no teste = 0.7207
Época 268: LOSS no treinamento = 0.0083, LOSS na validação = 0.7444, LOSS no teste = 0.7207
Época 269: MAE no treinamento = 0.0947, MAE na validação = 0.1105, MAE no teste = 0.1156
Época 269: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 269: R-squared no treinamento = 0.7982, R-squared na validação = 0.7450, R-squared no teste = 0.7200
Época 269: LOSS no treinamento = 0.0083, LOSS na validação = 0.7450, LOSS no teste = 0.7200
Época 270: MAE no treinamento = 0.0946, MAE na validação = 0.1105, MAE no teste = 0.1156
Época 270: MSE no treinamento = 0.0164, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 270: R-squared no treinamento = 0.7988, R-squared na validação = 0.7445, R-squared no teste = 0.7202
Época 270: LOSS no treinamento = 0.0083, LOSS na validação = 0.7445, LOSS no teste = 0.7202
Época 271: MAE no treinamento = 0.0946, MAE na validação = 0.1104, MAE no teste = 0.1155
Época 271: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 271: R-squared no treinamento = 0.7987, R-squared na validação = 0.7451, R-squared no teste = 0.7204
Época 271: LOSS no treinamento = 0.0083, LOSS na validação = 0.7451, LOSS no teste = 0.7204
Época 272: MAE no treinamento = 0.0945, MAE na validação = 0.1104, MAE no teste = 0.1154
Época 272: MSE no treinamento = 0.0164, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 272: R-squared no treinamento = 0.7987, R-squared na validação = 0.7448, R-squared no teste = 0.7203
Época 272: LOSS no treinamento = 0.0083, LOSS na validação = 0.7448, LOSS no teste = 0.7203
Época 273: MAE no treinamento = 0.0944, MAE na validação = 0.1104, MAE no teste = 0.1154
Época 273: MSE no treinamento = 0.0164, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 273: R-squared no treinamento = 0.7990, R-squared na validação = 0.7448, R-squared no teste = 0.7205
Época 273: LOSS no treinamento = 0.0083, LOSS na validação = 0.7448, LOSS no teste = 0.7205
Época 274: MAE no treinamento = 0.0945, MAE na validação = 0.1102, MAE no teste = 0.1155
Época 274: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0228
Época 274: R-squared no treinamento = 0.7983, R-squared na validação = 0.7454, R-squared no teste = 0.7197
Época 274: LOSS no treinamento = 0.0083, LOSS na validação = 0.7454, LOSS no teste = 0.7197
Época 275: MAE no treinamento = 0.0944, MAE na validação = 0.1104, MAE no teste = 0.1154
Época 275: MSE no treinamento = 0.0164, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 275: R-squared no treinamento = 0.7992, R-squared na validação = 0.7445, R-squared no teste = 0.7207
Época 275: LOSS no treinamento = 0.0083, LOSS na validação = 0.7445, LOSS no teste = 0.7207
Época 276: MAE no treinamento = 0.0945, MAE na validação = 0.1102, MAE no teste = 0.1155
Época 276: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0228
Época 276: R-squared no treinamento = 0.7981, R-squared na validação = 0.7454, R-squared no teste = 0.7195
Época 276: LOSS no treinamento = 0.0083, LOSS na validação = 0.7454, LOSS no teste = 0.7195
Época 277: MAE no treinamento = 0.0943, MAE na validação = 0.1105, MAE no teste = 0.1154
Época 277: MSE no treinamento = 0.0164, MSE na validação = 0.0222, MSE no teste = 0.0227
Época 277: R-squared no treinamento = 0.7994, R-squared na validação = 0.7441, R-squared no teste = 0.7208
Época 277: LOSS no treinamento = 0.0083, LOSS na validação = 0.7441, LOSS no teste = 0.7208
Época 278: MAE no treinamento = 0.0944, MAE na validação = 0.1103, MAE no teste = 0.1154
Época 278: MSE no treinamento = 0.0164, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 278: R-squared no treinamento = 0.7988, R-squared na validação = 0.7450, R-squared no teste = 0.7200
Época 278: LOSS no treinamento = 0.0083, LOSS na validação = 0.7450, LOSS no teste = 0.7200
Época 279: MAE no treinamento = 0.0943, MAE na validação = 0.1103, MAE no teste = 0.1154
Época 279: MSE no treinamento = 0.0164, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 279: R-squared no treinamento = 0.7992, R-squared na validação = 0.7447, R-squared no teste = 0.7200
Época 279: LOSS no treinamento = 0.0083, LOSS na validação = 0.7447, LOSS no teste = 0.7200
Época 280: MAE no treinamento = 0.0942, MAE na validação = 0.1104, MAE no teste = 0.1153
Época 280: MSE no treinamento = 0.0164, MSE na validação = 0.0222, MSE no teste = 0.0227
Época 280: R-squared no treinamento = 0.7997, R-squared na validação = 0.7441, R-squared no teste = 0.7206
Época 280: LOSS no treinamento = 0.0083, LOSS na validação = 0.7441, LOSS no teste = 0.7206
Época 281: MAE no treinamento = 0.0943, MAE na validação = 0.1101, MAE no teste = 0.1153
Época 281: MSE no treinamento = 0.0164, MSE na validação = 0.0221, MSE no teste = 0.0228
Época 281: R-squared no treinamento = 0.7989, R-squared na validação = 0.7453, R-squared no teste = 0.7197
Época 281: LOSS no treinamento = 0.0083, LOSS na validação = 0.7453, LOSS no teste = 0.7197
Época 282: MAE no treinamento = 0.0941, MAE na validação = 0.1103, MAE no teste = 0.1153
Época 282: MSE no treinamento = 0.0163, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 282: R-squared no treinamento = 0.8000, R-squared na validação = 0.7443, R-squared no teste = 0.7205
Época 282: LOSS no treinamento = 0.0083, LOSS na validação = 0.7443, LOSS no teste = 0.7205
Época 283: MAE no treinamento = 0.0941, MAE na validação = 0.1102, MAE no teste = 0.1152
Época 283: MSE no treinamento = 0.0164, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 283: R-squared no treinamento = 0.7997, R-squared na validação = 0.7446, R-squared no teste = 0.7206
Época 283: LOSS no treinamento = 0.0083, LOSS na validação = 0.7446, LOSS no teste = 0.7206
Época 284: MAE no treinamento = 0.0942, MAE na validação = 0.1101, MAE no teste = 0.1153
Época 284: MSE no treinamento = 0.0165, MSE na validação = 0.0221, MSE no teste = 0.0228
Época 284: R-squared no treinamento = 0.7986, R-squared na validação = 0.7452, R-squared no teste = 0.7191
Época 284: LOSS no treinamento = 0.0083, LOSS na validação = 0.7452, LOSS no teste = 0.7191
Época 285: MAE no treinamento = 0.0940, MAE na validação = 0.1103, MAE no teste = 0.1152
Época 285: MSE no treinamento = 0.0163, MSE na validação = 0.0222, MSE no teste = 0.0227
Época 285: R-squared no treinamento = 0.8002, R-squared na validação = 0.7440, R-squared no teste = 0.7206
Época 285: LOSS no treinamento = 0.0083, LOSS na validação = 0.7440, LOSS no teste = 0.7206
Época 286: MAE no treinamento = 0.0941, MAE na validação = 0.1101, MAE no teste = 0.1152
Época 286: MSE no treinamento = 0.0164, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 286: R-squared no treinamento = 0.7994, R-squared na validação = 0.7450, R-squared no teste = 0.7200
Época 286: LOSS no treinamento = 0.0083, LOSS na validação = 0.7450, LOSS no teste = 0.7200
Época 287: MAE no treinamento = 0.0940, MAE na validação = 0.1101, MAE no teste = 0.1152
Época 287: MSE no treinamento = 0.0164, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 287: R-squared no treinamento = 0.7997, R-squared na validação = 0.7447, R-squared no teste = 0.7200
Época 287: LOSS no treinamento = 0.0083, LOSS na validação = 0.7447, LOSS no teste = 0.7200
Época 288: MAE no treinamento = 0.0940, MAE na validação = 0.1102, MAE no teste = 0.1152
Época 288: MSE no treinamento = 0.0164, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 288: R-squared no treinamento = 0.7998, R-squared na validação = 0.7444, R-squared no teste = 0.7202
Época 288: LOSS no treinamento = 0.0083, LOSS na validação = 0.7444, LOSS no teste = 0.7202
Época 289: MAE no treinamento = 0.0939, MAE na validação = 0.1101, MAE no teste = 0.1152
Época 289: MSE no treinamento = 0.0163, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 289: R-squared no treinamento = 0.8000, R-squared na validação = 0.7448, R-squared no teste = 0.7201
Época 289: LOSS no treinamento = 0.0083, LOSS na validação = 0.7448, LOSS no teste = 0.7201
Época 290: MAE no treinamento = 0.0940, MAE na validação = 0.1102, MAE no teste = 0.1152
Época 290: MSE no treinamento = 0.0164, MSE na validação = 0.0222, MSE no teste = 0.0227
Época 290: R-squared no treinamento = 0.7998, R-squared na validação = 0.7442, R-squared no teste = 0.7199
Época 290: LOSS no treinamento = 0.0082, LOSS na validação = 0.7442, LOSS no teste = 0.7199
Época 291: MAE no treinamento = 0.0937, MAE na validação = 0.1101, MAE no teste = 0.1151
Época 291: MSE no treinamento = 0.0163, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 291: R-squared no treinamento = 0.8005, R-squared na validação = 0.7446, R-squared no teste = 0.7205
Época 291: LOSS no treinamento = 0.0082, LOSS na validação = 0.7446, LOSS no teste = 0.7205
Época 292: MAE no treinamento = 0.0939, MAE na validação = 0.1100, MAE no teste = 0.1152
Época 292: MSE no treinamento = 0.0164, MSE na validação = 0.0221, MSE no teste = 0.0228
Época 292: R-squared no treinamento = 0.7993, R-squared na validação = 0.7450, R-squared no teste = 0.7191
Época 292: LOSS no treinamento = 0.0082, LOSS na validação = 0.7450, LOSS no teste = 0.7191
Época 293: MAE no treinamento = 0.0937, MAE na validação = 0.1103, MAE no teste = 0.1151
Época 293: MSE no treinamento = 0.0163, MSE na validação = 0.0222, MSE no teste = 0.0227
Época 293: R-squared no treinamento = 0.8007, R-squared na validação = 0.7435, R-squared no teste = 0.7205
Época 293: LOSS no treinamento = 0.0082, LOSS na validação = 0.7435, LOSS no teste = 0.7205
Época 294: MAE no treinamento = 0.0938, MAE na validação = 0.1100, MAE no teste = 0.1151
Época 294: MSE no treinamento = 0.0163, MSE na validação = 0.0221, MSE no teste = 0.0228
Época 294: R-squared no treinamento = 0.7999, R-squared na validação = 0.7446, R-squared no teste = 0.7197
Época 294: LOSS no treinamento = 0.0082, LOSS na validação = 0.7446, LOSS no teste = 0.7197
Época 295: MAE no treinamento = 0.0937, MAE na validação = 0.1101, MAE no teste = 0.1150
Época 295: MSE no treinamento = 0.0163, MSE na validação = 0.0222, MSE no teste = 0.0227
Época 295: R-squared no treinamento = 0.8005, R-squared na validação = 0.7443, R-squared no teste = 0.7201
Época 295: LOSS no treinamento = 0.0082, LOSS na validação = 0.7443, LOSS no teste = 0.7201
Época 296: MAE no treinamento = 0.0937, MAE na validação = 0.1101, MAE no teste = 0.1150
Época 296: MSE no treinamento = 0.0163, MSE na validação = 0.0222, MSE no teste = 0.0227
Época 296: R-squared no treinamento = 0.8005, R-squared na validação = 0.7443, R-squared no teste = 0.7201
Época 296: LOSS no treinamento = 0.0082, LOSS na validação = 0.7443, LOSS no teste = 0.7201
Época 297: MAE no treinamento = 0.0937, MAE na validação = 0.1100, MAE no teste = 0.1150
Época 297: MSE no treinamento = 0.0163, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 297: R-squared no treinamento = 0.8005, R-squared na validação = 0.7443, R-squared no teste = 0.7201
Época 297: LOSS no treinamento = 0.0082, LOSS na validação = 0.7443, LOSS no teste = 0.7201
Época 298: MAE no treinamento = 0.0935, MAE na validação = 0.1100, MAE no teste = 0.1149
Época 298: MSE no treinamento = 0.0163, MSE na validação = 0.0222, MSE no teste = 0.0227
Época 298: R-squared no treinamento = 0.8011, R-squared na validação = 0.7442, R-squared no teste = 0.7207
Época 298: LOSS no treinamento = 0.0082, LOSS na validação = 0.7442, LOSS no teste = 0.7207
Época 299: MAE no treinamento = 0.0937, MAE na validação = 0.1099, MAE no teste = 0.1150
Época 299: MSE no treinamento = 0.0163, MSE na validação = 0.0221, MSE no teste = 0.0228
Época 299: R-squared no treinamento = 0.8001, R-squared na validação = 0.7448, R-squared no teste = 0.7198
Época 299: LOSS no treinamento = 0.0082, LOSS na validação = 0.7448, LOSS no teste = 0.7198
Época 300: MAE no treinamento = 0.0936, MAE na validação = 0.1099, MAE no teste = 0.1149
Época 300: MSE no treinamento = 0.0163, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 300: R-squared no treinamento = 0.8007, R-squared na validação = 0.7445, R-squared no teste = 0.7204
Época 300: LOSS no treinamento = 0.0082, LOSS na validação = 0.7445, LOSS no teste = 0.7204
Época 301: MAE no treinamento = 0.0935, MAE na validação = 0.1099, MAE no teste = 0.1149
Época 301: MSE no treinamento = 0.0163, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 301: R-squared no treinamento = 0.8009, R-squared na validação = 0.7444, R-squared no teste = 0.7203
Época 301: LOSS no treinamento = 0.0082, LOSS na validação = 0.7444, LOSS no teste = 0.7203
Época 302: MAE no treinamento = 0.0934, MAE na validação = 0.1099, MAE no teste = 0.1149
Época 302: MSE no treinamento = 0.0163, MSE na validação = 0.0222, MSE no teste = 0.0227
Época 302: R-squared no treinamento = 0.8011, R-squared na validação = 0.7443, R-squared no teste = 0.7205
Época 302: LOSS no treinamento = 0.0082, LOSS na validação = 0.7443, LOSS no teste = 0.7205
Época 303: MAE no treinamento = 0.0934, MAE na validação = 0.1098, MAE no teste = 0.1149
Época 303: MSE no treinamento = 0.0162, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 303: R-squared no treinamento = 0.8012, R-squared na validação = 0.7445, R-squared no teste = 0.7205
Época 303: LOSS no treinamento = 0.0082, LOSS na validação = 0.7445, LOSS no teste = 0.7205
Época 304: MAE no treinamento = 0.0935, MAE na validação = 0.1098, MAE no teste = 0.1149
Época 304: MSE no treinamento = 0.0163, MSE na validação = 0.0221, MSE no teste = 0.0228
Época 304: R-squared no treinamento = 0.8007, R-squared na validação = 0.7445, R-squared no teste = 0.7197
Época 304: LOSS no treinamento = 0.0082, LOSS na validação = 0.7445, LOSS no teste = 0.7197
Época 305: MAE no treinamento = 0.0933, MAE na validação = 0.1098, MAE no teste = 0.1148
Época 305: MSE no treinamento = 0.0162, MSE na validação = 0.0222, MSE no teste = 0.0227
Época 305: R-squared no treinamento = 0.8016, R-squared na validação = 0.7443, R-squared no teste = 0.7206
Época 305: LOSS no treinamento = 0.0082, LOSS na validação = 0.7443, LOSS no teste = 0.7206
Época 306: MAE no treinamento = 0.0933, MAE na validação = 0.1097, MAE no teste = 0.1149
Época 306: MSE no treinamento = 0.0163, MSE na validação = 0.0221, MSE no teste = 0.0227
Época 306: R-squared no treinamento = 0.8010, R-squared na validação = 0.7444, R-squared no teste = 0.7198
Época 306: LOSS no treinamento = 0.0082, LOSS na validação = 0.7444, LOSS no teste = 0.7198
Época 307: MAE no treinamento = 0.0932, MAE na validação = 0.1099, MAE no teste = 0.1148
Época 307: MSE no treinamento = 0.0162, MSE na validação = 0.0222, MSE no teste = 0.0227
Época 307: R-squared no treinamento = 0.8016, R-squared na validação = 0.7438, R-squared no teste = 0.7206
Época 307: LOSS no treinamento = 0.0082, LOSS na validação = 0.7438, LOSS no teste = 0.7206
Época 308: MAE no treinamento = 0.0932, MAE na validação = 0.1097, MAE no teste = 0.1148
